;username;tweet;orang 1;orang 2;orang 3;hasil;;;;;;;;
1579822405551560000;WarungSejarahRI;islam dan reformasi tni relasi rakyat-tni mewujudkan pertahanan negara oleh syahrin harahap dkk tahun 2000 235 halaman harga 125000 minat? cara order silakan ‌dm atau klik link wa;1;1;1;1;;;;;;;;
1580556744564300000;WasQtoAdhi;kasus sambo 1 terbunuh tersanka 7 orang kanjuruhan 133 orang meninggal tersangka cuma 6 orang mana yg lain polri tni pssi;-1;-1;-1;-1;;;;;;;;
1583312901833890000;Cakra_Kostrad;infolahta kostrad periksa kesiapan perangkat lunak dan perangkat sisfo tni ad jajaran kostrad;1;1;1;1;;;;;;;;
1581977738189370000;Wongkuno2B;pelihara dan tingkatkan kebugaran tubuh prajurit kodim pemalang laksanakan lari jalan;0;0;0;0;;;;;;;;
1580465629555210000;LemhannasRI;rombongan didampingi oleh direktur operasional pendidikan brigadir jenderal tni purbo prastowo sip mm dan kasubdit operasional pengajaran kolonel adm sunu sugestino ssos map beserta staf;0;1;0;0;;;;;;;;
1582260225037710000;Cakra_Kostrad;satgas yonif pr 305 kostrad gencarkan program ketahanan pangan;1;1;1;1;;;;;;;;
1580575382322880000;Kamikzee1;gilak keren abis konoha sambo belum selesai udh pindah ke kanjuruhan kanjuruhan belum selesai jadi rizky peler polisi sama tentara apa cumak satu tugasnya di konoha ini? mukbang duit;-1;-1;-1;-1;;;;;;;;
1580234821556930000;suaralebay;polisi mental preman  rakyat dibantai tni dilecehkan ;-1;-1;-1;-1;;;;;;;;
1582293262961760000;jaries;kalo pangkat tni bapak gue hapal kakek gue tni soalnya ini pangkat polisi sebanyak ini juga bapak gue hapal😭;0;0;0;0;;;;;;;;
1583328716356080000;uyabwibowo98;ps tira ps tni tira kabo apa persikabo 1973 bang?;0;0;0;0;;;;;;;;
1580268017916990000;DebyNurliza;prabowo itu capres yang miliki pengalaman memimpin yang mumpuni pernah memimpin instansi pemerintahan menjadi jenderal tni memimpin organisasi kemasyarakatan hingga partai politik pun pernah dijabat olehnya mendingprabowo;1;0;1;1;;;;;;;;
1580235708626630000;Ayudihutankecil;lucu ya mimpi jadi tni yang tak kesampaian;-1;-1;-1;-1;;;;;;;;
1581117132976570000;diahelindar;bapakku tni sekarang umur 53 masih kuat lari 5km tiap hari keliling daerah rumah padahal perutnya agak buncit tapi ga separah yg di foto itu sih hehe 🥲;0;0;0;0;;;;;;;;
1580664290247290000;yudirhenwild3;lebih terhormat jadi panglima tni daripada jadi cawapres;-1;1;-1;-1;;;;;;;;
1580845756164220000;VIVAcoid;begini ternyata nasib karier 3 kolonel tni setelah tak jadi ajudan presiden jokowi lagi;0;0;0;0;;;;;;;;
1580366171206960000;uqiqiqi98;ada laka d gempol tepatnya sbelum kantor desa karangrejo satu unit r2 dan ada korban tergeletak dengan d tutup kardus sudah ada petugas bhabinkamtibmas dan tni d lokasi;-1;-1;-1;-1;;;;;;;;
1582540997770510000;humaspolsektbn;personel sat samapta polres tabanan bersinergi dengan tni bpbd instansi terkait dan masyarakat membersihkan material akibat banjir bandang di pupa pucak manik toya umadiwang kangin batannyuh marga tabanan;1;1;1;1;;;;;;;;
1581588601888210000;14O9_;tentara sama kedip nih berisik bgt;-1;-1;-1;-1;;;;;;;;
1579775169622860000;cakra9901;karanganyar - sertu sujamal babinsa koramil 02/tsm melaksanakan komsos pemberian bantuan sembako dari kodim 0727/kra dalam rangka hut tni ke-77 tahun 2022 dengan tema tni adalah kita kepada bapak ekrom purnawirawan tni ad di dsnburan kulon rt001/003 ds buran kectasikmadu;1;1;1;1;;;;;;;;
1580819778133840000;KoarmadaRI;pangkoarmada ri tatap muka dengan prajurit koarmada iii sorong rabu 12 oktober 2022 pangkoarmada ri laksamana madya tni heru kusmanto melaksanakan tatap muka dengan prajurit dan pns koarmada iii rabu 12/10 di mako koarmada iii sorong;0;0;0;0;;;;;;;;
1582937774188990000;TentaraRakyat;saya selalu pakai jaki dan selama kepemimpinan anies respon jaki sangat cepatsekarang heru malah mundurmgkn kemampuan heru masih dibawah rata2pantas lah klau negara ini selalu mundur;-1;-1;-1;-1;;;;;;;;
1579797893078480000;POLSEK_JTJOGJA;jetis jogja - patroli polsek jetis polresta yogyakarta dipimpin oleh panitsamapta aiptu kristanto sambangi kawasan perbankan di jalan tentara pelajar yogyakarta selasa 11/10/2022;1;1;1;1;;;;;;;;
1581029842346050000;tauberitamedia;pada hari ini terdapat peringatan hut kopasgat tni au;0;0;0;0;;;;;;;;
1580044128649620000;diskomkabbekasi;pebayuran - desa kertajaya kecamatan pebayuran menjadi lokasi pada pelaksanaan tni manunggal membangun desa tmmd yang ke-115 yang mengusung tema tmmd dedikasi terbaik membangun nkri;0;0;0;0;;;;;;;;
1582646811998970000;mbois_man75;ahy kilas balik kebersamaan dengan anies sejak masih aktif di tni ahy pemimpin perubahan;1;1;1;1;;;;;;;;
1580537335535780000;drugcarys;aduh fomo padahal bukan tentara skillnya apa bagus nda ;-1;-1;-1;-1;;;;;;;;
1582305999259460000;AWanabaya;memupuk toleransi di tanah papua semoga damai selalu negriku terbaik memang pak tni ku;1;1;1;1;;;;;;;;
1582709988924880000;DinaKusmayanti9;tni semoga gebug para pengacau nkri;1;1;1;1;;;;;;;;
1581898045121180000;AbdulQo92696861;upacara bendera 17-an dandim bojonegoro sampaikan amanat panglima tni;0;0;0;0;;;;;;;;
1582764798684450000;kimcipedes;kunjungan silaturahmi dede farhan aulawi ke dislitbang tni ad bandung;0;0;0;0;;;;;;;;
1580722048942230000;KODIM1629;jaga kebugaran anggota kodim sbd olahraga bersama kesehatan dan kebugaran anggota tni menjadi perhatian utama kodim 1629/sbd karena itu olahraga merupakan kebutuhan prajurit serta juga program dari komando atas dalam rangka mewujudkan keluarga sehat jumat 14/10/2022;1;1;1;1;;;;;;;;
1580972698297310000;MungBisa;menurut video bahkan smpe sblm gas air mata d tembakan smua msih d atasi dengan baik oleh tni dan d tribun msih kondusif;1;1;1;1;;;;;;;;
1583291195547040000;joekampret1;helmi felis memplesetkan pancasila menjadi pancagila kok polri diam saja ?;-1;-1;-1;-1;;;;;;;;
1580071051328780000;LiePradani;penyerangan pos tni ini meresahkan warga;-1;-1;-1;-1;;;;;;;;
1580411392506880000;SR_VIDHI;kta tni disita polisi ? lawak beud;-1;-1;-1;-1;;;;;;;;
1581823405783150000;kosakat01297762;yang punya panglima cuma tni bukan lainnya kalau pemimpinnya panglima anak buahnya apa sebutannya tentara atau laskar ???  ntar kalau laskar/tentara berbuat salah dan kena libas katanya pembantaian;-1;-1;-1;-1;;;;;;;;
1581536332094270000;teritorial24;meriahkan hut tni ke 77 ribuan peserta ikuti lomba lari fun run 5 k10 k bukit barisan;0;0;0;0;;;;;;;;
1581050373275450000;realmolotovfc;drpd dikembalikan ke tni mending polri dibubarin aja polri dibawah kementrian apapun ttp akan jd kepentingan lagian tugas kamtibmas di negeri ini bukan spesialisasi yg saat pendidikannya diajar utk bertempur melumpuhkan musuh negara;-1;-1;-1;-1;;;;;;;;
1582227471860000000;KatakuraKojur;sinergitas tni polri demi melindungi masyarakat polri sigap peduli bencana;1;1;1;1;;;;;;;;
1582059040502210000;bibi_tyas;tank2 tni;0;0;0;0;;;;;;;;
1583429545096810000;VIVAcoid;peluk letkol kunto adi 25 prajurit tni tinggalkan batalyon raider yalet kostrad;0;0;0;0;;;;;;;;
1582304760140790000;arionles;ini latihan militer tentara indo;0;0;0;0;;;;;;;;
1581597277071650000;Isdarmoko1;mewakili bapak bupati dalam kejuaraan nasional sepatu roda bupati cup di tni aau;1;1;1;1;;;;;;;;
1580023714389050000;BiawanS;jadi tentara aja gagal kok malah mau jadi pemimpin ahy parahh kalimantan tengah;-1;-1;-1;-1;;;;;;;;
1580831412332430000;bukitbarisan_1;aspers kasdam i/bb kolonel inf krido pramono sh msi pimpin sidang parade calon tamtama pk tni ad reguler dan keagamaan gelombang ii ta 2022 subpandasus medan bertempat di gedung ah nasution makodam i/bb jumat 14/10/2022;1;1;1;1;;;;;;;;
1580950529257370000;CP_indo666;polri bukan militer sprti tni melindungi mengayomi melayani bisa di ubah gak seragam polri bpk jd lebih sederhana;-1;-1;-1;-1;;;;;;;;
1581234289190270000;diledhub;niki anggota nipun sanes pak??;0;0;0;0;;;;;;;;
1581279488071310000;DancingBlade69;muka sama plat jelas;-1;-1;0;-1;;;;;;;;
1580761970386830000;Bambang91725945;jangan koar2 fitnah ttg arema - tapi koar2 lagi saja ttg tka china tentara merah rrc 14 jt org yg di import rezim  utk persiapan kuasai nkri katanya pingin lebih gila lagi ?;-1;-1;-1;-1;;;;;;;;
1583357960256120000;Sita_savie;ga kenal maka ga sayang sy cuma tau sedikit ttg beliau jd ya gitu deh twunya cuma dr cerita² bahwa beliau tegas dan berwibawa suka krn beliau tni bukan yg itu🤭🤭;1;1;1;1;;;;;;;;
1580357231232840000;darmonomomon89;forkopincam bringin memberikan ucapan hut tni ke-77 serta melaksanakan pemotongan tumpeng oleh kapolsek akp giri;0;0;0;0;;;;;;;;
1583438330511110000;Daniard10;gua gak suka karena mengabaikan litsus dan membolehkan anak cucu pki masuk tni;-1;-1;-1;-1;;;;;;;;
1582041080656470000;ghlouisatk;mulai di situlah beragam negosiasi dimulai antara tentara-tentara kedua negara ini camaraderie pun mulai muncul pas mereka sepakat untuk melakukan misi buat dapetin uang lotrenya;1;1;1;1;;;;;;;;
1582382386935140000;JilpeM;kam cuki monyet di kandang manusia sampah tni polri bunuh dong saja;-1;-1;-1;-1;;;;;;;;
1582679659640080000;PanturaTerkini;kebersamaan yang sulit terlupakan;1;1;1;1;;;;;;;;
1579755159147910000;Budi64376263;sukses selalu bapa kasad bravo tni;1;1;1;1;;;;;;;;
1581980849700230000;pillme15;masker gw retak dek tentara tuh harus tahan banting kalo gk nnti u gw culik loh ya ☺️😆;0;0;0;0;;;;;;;;
1582327741349000000;PutraMinangGuci;setuju❗☕😌;1;1;1;1;;;;;;;;
1582544693010650000;Kodim1627N;anggota tni kodim 1627 rote ndao silahturahmi dengan warga binaannya anggota tni kodim 1627 rote ndao silahturahmi dengan warga binaannya 👇👇👇👇👇👇👇;1;1;1;1;;;;;;;;
1583222975519590000;namintan;berarti dia baru 13 tahun ya? 😵‍💫 jadi inget anak tni yg kemarin belajar mobil masih 15 thn dia bawa mobil dan karena panik salah injek gas sedihnya kedua ortu dia ada di depan dia naik motor yg akhirnya tertabrak dan meninggal 😭;-1;-1;-1;-1;;;;;;;;
1580917233169010000;akupuahx;ckckckck smp level kpalanya kriminal rata2 polri perlu di revolusi hbs2an ato di satukn kmbali ke tni ✅;-1;-1;-1;-1;;;;;;;;
1581173400684630000;PolisiSukoharjo;jumat kemarin personil gabungan tni polri kabupaten sukoharjo melaksanakan apel gelar pasukan antisipasi kunjungan kerja presiden ri di wil soloraya ;1;1;1;1;;;;;;;;
1581505352096350000;arcapatideepa;jabatan pangdam xvi/ pattimura kini resmi diemban oleh mayjen tni ruruh setyawibawa menggantikan mayjen tni richard tampubolon acara serah terima jabatan tersebut dipimpin langsung oleh kepala staf angkatan darat kasad;0;0;0;0;;;;;;;;
1581450362904810000;BangToy64204269;memang si doi siapa yaa??? aparat??? sok jadi aparat???;-1;-1;-1;-1;;;;;;;;
1581226685953090000;XisStu;ada cerita dr salah satu kawan saya saat tes wawancara masuk akpol/akmil waktu itu polisi msh jd bagian dr tni pewawancara yg dr ad pertanyaannya lugas kenapa mau jadi polisi? mau cepat kaya ya? 🤣😆🤫;1;1;1;1;;;;;;;;
1581619444195130000;delaMayore;kampret koplak sok tahudi/tii itu ancaman nyata waspadai geng orang ini;-1;-1;-1;-1;;;;;;;;
1581260796146830000;bang_baskara;halopak wkwkkw;0;0;0;0;;;;;;;;
1581274934311290000;kelepon;ini polisi rasa tentarabrevet wing dimana mana;-1;-1;-1;-1;;;;;;;;
1580361097496100000;fs_andika;bismillah segera ditindak disana buat sarang antek mricca??? republik ini dari penghianat bangsa;-1;-1;-1;-1;;;;;;;;
1582807341673890000;Zeynab46;ini yg katanya tentara terbaik di dunia? najis ;-1;-1;-1;-1;;;;;;;;
1582727219775910000;GurunPasir19;menghapuskan pungutan liar meningkatkan soliditas internal dan tni menyamakan visi dan kebijakan organisasi;1;1;1;1;;;;;;;;
1580674359869330000;SermaSupriyadi;peltu suroso bati tuud koramil 06/ gondang beserta seluruh anggota bersama polsek gondang melaksanakan giat bakti tni dalam rangka kerja bakti membantu pembersihan rumah warga yg terdampak angin puting beliung di wilayah desa bumiaji kecamatan gondang kabupaten sragen;1;1;1;1;;;;;;;;
1581855084870530000;Cakra_Kostrad;satgas yonif pr 305 kostrad silaturahmi dan berikan pelayanan warga intan jaya;1;1;1;1;;;;;;;;
1581084713892350000;koramil_jenar;tni manunggal membangun desa sengkuyung tahap iii tahun 2022 kodim 0725/sragen dengan tema ''tmmd dedikasi terbaik membangun nkri'' semangat gotong royong pengerjaan cor blok jalan yang menghubungkan kec miri dan kec sumberlawang di desa bagor kec miri kab sragen;1;1;1;1;;;;;;;;
1582197911492140000;13_trio;kadrun makin aneh dan bego pak ajh yg 2x dikalahkan pak jokowi nggk ngeributin pak prabowo itu tni nya tni dia dikelilingi orang² hebat tapi nggk pernah ngeributin tentang ijasah nya pak;-1;-1;-1;-1;;;;;;;;
1582308538592150000;Didiek09165668;semoga cita2 jd tni tercapai amin;0;0;0;0;;;;;;;;
1580422520691620000;Hartono_MrtT;gak berani;-1;-1;-1;-1;;;;;;;;
1581567125814070000;GATRA_com;tni al menanam kembali terumbu karang di perairan hansisi kupang;1;1;1;1;;;;;;;;
1583446367686780000;Simanjunta9Nico;kisah anies saat mahasiswa ‘nge-prank’ intel dan pasukan tentara bersenjata bicara tepat bawa manfaat;1;1;1;1;;;;;;;;
1581865755435750000;Casper2986;militerisasi dunia santri namanya seolah-olah ada komando macam tni di dalamnya satu suara untuk dukung gus muhaimin kalau gak dukung bukan santri 😂;-1;-1;-1;-1;;;;;;;;
1583488992674050000;RidhoBharata;persetan pengen tni al gua pengen jadi bajak laut;-1;-1;-1;-1;;;;;;;;
1580241885678840000;Che_thovic;apakah benar anggota tni?;0;0;0;0;;;;;;;;
1579801710905550000;marinir_tni_al;prajurit yonranratfib 2 marinir pastikan siap tempur dengan urikes;1;1;1;1;;;;;;;;
1580054890855830000;sudin_samsu156;kok gw jadi inget sama vidio tentara cina latiha n lempar granat aktif setelah baca ts elu y?;0;0;0;0;;;;;;;;
1583343089368060000;nurmuzani;gatot nurmantyo buat kembaliin wibawa tni;1;1;1;1;;;;;;;;
1581171558344640000;Cevi007_;ngangkut narkoba pake mobil tni 🤔 kalo dibuat naskah film bagus juga ya;-1;-1;-1;-1;;;;;;;;
1583274322738950000;penrem071_wk;awali kegiatan ini yang disampaikan sertu basuki cilacap - awali kegiatan sertu basuki salah satu anggota satgas tmmd reguler ke 115 kodim 0703/cilacap pimpin doa bersama ketika anggota tni dan warga akan memulai pekerjaan pembangunan talud di dusun jakatawa desa bulaksari;0;0;0;0;;;;;;;;
1583274641787080000;bpkbpoldadiy;petugas sie bpkb subditregident ditlantas polda diy berikan pelayanan dengan menerapkan protokol kesehatan untuk mencegah pencegahan covid-19  jumat 21 oktober 2022 ;1;1;1;1;;;;;;;;
1580029621449280000;Kodam17Cen;satgas tni 511/dy bersama masyarakat gelar karya bakti pembuatan pagar gereja pkai merauke;1;1;1;1;;;;;;;;
1579798125287380000;panjolpanjol7;saya selalu mendukung bapak kasadlanjutkan silaturahmi kesemua pondok pesantrenbravo tni;1;1;1;1;;;;;;;;
1580335660270950000;ropspimajainal;tni itu letda eka yudha yg didatangi salah satu warga bernama piter yang meminta tolong setelah melihat 2 anak terjatuh terbawa arus sungai tanpa pikir panjang letda eka beserta 10 anggotanya langsung menuju lokasi tempat kejadian;1;1;1;1;;;;;;;;
1583424388581400000;sella_alvira22;kkb melakukan segala cara agar papua dapat berpisah dari indonesia bahkan sampai harus melenyapkan nyawa manusia sungguh kejam dan tidak beradab tunggu apa lagi bapak tni dan polri habiskan kkb kami rakyat bersamamu;-1;-1;-1;-1;;;;;;;;
1580377787604420000;JDid;tentara tentara apa yang paling kecil? tentara se-kutu 🪲;0;-1;0;0;;;;;;;;
1580377543730900000;jpnncom;thread kasus pembunuhan pns bependa semarang tiga anggota tni diperiksa;-1;-1;-1;-1;;;;;;;;
1582227472229090000;nielatan1;personel gabungan polri dan tni serta tim sar membantu mengevakuasi korban banjir dan membagikan bantuan kepada warga yang terdampak banjir polri sigap peduli bencana;1;1;1;1;;;;;;;;
1581427444963470000;NKRIndonesia79;jenderal tni purn gatot nurmantyo;0;0;0;0;;;;;;;;
1582749604877320000;SiawFung88;kita mengikuti lintasan seperti turki 50 thn lalu turki masih mendukung sekuler tapi kader pendukung kilafah merasuk semua lini termasuk tentaranya setelah matang partainya erdogan menang pemilu konstitusi yg mendukung negara sekuler diubah kali ini didukung tentara;1;1;1;1;;;;;;;;
1581887733961740000;lean_kok;para petugas gabungan dari tni polri bpbd tagana dan relawan terus melakukan pencarian korban bencana longsor yg telah terjadi di dusun selopuro kabupaten nganjuk jalan pengabdian polri;1;1;1;1;;;;;;;;
1583004856843140000;liputan6dotcom;panglima tni terjunkan 18030 personel gabungan amankan ktt g20 di bali;1;1;1;1;;;;;;;;
1583061015356660000;_mediasiber;dandim dan bupati klungkung serahkan bantuan ke warga terdampak tanah longsor;1;1;1;1;;;;;;;;
1580794076223660000;THEMRGRGWILIAM;sony mustofa super jg kekal jg tidak ada takut jg;1;1;1;1;;;;;;;;
1580094822429650000;verydarkmoon;rizky billiard bgst beraninya lu sama istri coba lawan tni;-1;-1;-1;-1;;;;;;;;
1582957861683970000;KompasKlasika;seorang prajurit tni al dari lantamal x jayapura menembak mati warga bernama tri mulyo pelaku lantas bunuh diri setelah melakukan aksinya;-1;-1;-1;-1;;;;;;;;
1581023190985230000;PeterTRC;bentuk peradilan untuk penegak hukum yg semuanya anggota tni bukan penyidik polisi bukan jaksa umum bukan hakim umum semuanya tni presiden tunjuk lsg perintahkan lsg dan penempatan di tahanan militer sebaiknya buat di daerah operasi militer misalnya intan jaya / nduga;1;1;1;1;;;;;;;;
1582687700054050000;nicenaaaa;padahal tni sama polisi skip dia;-1;0;-1;-1;;;;;;;;
1581837299809400000;SekarTa58984305;kan manusiawi 😁😁 semangat jaga nkri pak tni✊🇮🇩;1;1;1;1;;;;;;;;
1580960184998180000;PribadiBales;jika jadi presiden ri bisa jadi krn alasan palestina dizolimi israel maka tni dan polri akan dikirim ke palestina membantu pejuang palestina melawan israel hahahahaha ajur ;1;1;1;1;;;;;;;;
1581187783682820000;BolaSportcom;oknum tni yang melakukan tendangan kungfu diketahui berinisial sersan dua serda tbw resmi ditetapkan sebagai tersangka tragedi kanjuruhan oleh pusat polisi militer tni angkatan darat puspomad;-1;-1;-1;-1;;;;;;;;
1581108822659460000;korem041_gamas;kasipers kasrem 041/gamas beserta tim rik uji werving secata pk tni ad reguler dan keagamaan gel ii ta 2022 melepas keberangkatan calon siswa secata pk ke tingkat pusat ajendam ii/sriwijaya sejumlah 98 orang bertempat di lapangan hitam makorem sabtu 15/10/2022;0;0;0;0;;;;;;;;
1580407136903100000;darmonomomon89;tidak hanya mahir perang tni juga bisa membantu ibu ibu melaksanakan kbseperti babinsa koramil10 sumowono serda muhsinin;1;1;1;1;;;;;;;;
1583317829377750000;03_klg;babinsa koramil 03/kaligesing kodim 0708/purworejo dalam membangun keakraban serta kebersamaan dengan warga binaannya babinsa mengatakan bahwa kegiatan komsos yang dilakukan babinsa merupakan cerminan kemanunggalan tni dengan rakyat;1;1;1;1;;;;;;;;
1579870832951990000;Ardian_S20;tni disisi kemanusian sinergi tanpa batas;1;1;1;1;;;;;;;;
1580412521269190000;posbakumpranaja;saya ingin fokus selesaikan tugas sebagai panglima tni;1;1;1;1;;;;;;;;
1581462112710200000;BecengAparat;itu sempat menjadi trending topik di twitter and tni al mengkonfirmasi bahwa eks danlanal wafat karena sakit;0;0;0;0;;;;;;;;
